id,filename_base,image_dir,mask_dir,training
3200,dataset10k_3849,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3201,dataset10k_3851,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3202,dataset10k_3854,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3203,dataset10k_3855,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3204,dataset10k_3857,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3205,dataset10k_3861,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3206,dataset10k_3862,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3207,dataset10k_3863,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3208,dataset10k_3865,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3209,dataset10k_3869,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3210,dataset10k_3883,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3211,dataset10k_3889,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3212,dataset10k_3894,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3213,dataset10k_3902,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3214,dataset10k_3904,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3215,dataset10k_3907,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3216,dataset10k_3915,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3217,dataset10k_3921,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3218,dataset10k_3925,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3219,dataset10k_3930,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3220,dataset10k_3934,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3221,dataset10k_394,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3222,dataset10k_3940,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3223,dataset10k_3942,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3224,dataset10k_3944,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3225,dataset10k_3949,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3226,dataset10k_3950,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3227,dataset10k_3954,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3228,dataset10k_3956,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3229,dataset10k_396,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3230,dataset10k_3963,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3231,dataset10k_3964,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3232,dataset10k_3965,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3233,dataset10k_3972,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3234,dataset10k_3981,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3235,dataset10k_3983,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3236,dataset10k_3997,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3237,dataset10k_4,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3238,dataset10k_4000,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3239,dataset10k_4002,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3240,dataset10k_4007,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3241,dataset10k_4012,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3242,dataset10k_4013,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3243,dataset10k_4015,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3244,dataset10k_4019,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3245,dataset10k_4022,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3246,dataset10k_4023,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3247,dataset10k_4025,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3248,dataset10k_4031,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3249,dataset10k_4039,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3250,dataset10k_4041,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3251,dataset10k_4047,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3252,dataset10k_405,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3253,dataset10k_4050,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3254,dataset10k_4051,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3255,dataset10k_4069,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3256,dataset10k_4076,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3257,dataset10k_4088,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3258,dataset10k_4097,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3259,dataset10k_4099,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3260,dataset10k_4101,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3261,dataset10k_4102,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3262,dataset10k_4108,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3263,dataset10k_4114,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3264,dataset10k_4120,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3265,dataset10k_4122,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3266,dataset10k_413,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3267,dataset10k_4132,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3268,dataset10k_4134,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3269,dataset10k_414,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3270,dataset10k_4145,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3271,dataset10k_4154,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3272,dataset10k_4155,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3273,dataset10k_4163,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3274,dataset10k_4166,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3275,dataset10k_4168,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3276,dataset10k_4176,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3277,dataset10k_4190,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3278,dataset10k_4195,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3279,dataset10k_4196,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3280,dataset10k_4197,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3281,dataset10k_4201,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3282,dataset10k_4207,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3283,dataset10k_4212,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3284,dataset10k_4214,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3285,dataset10k_4218,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3286,dataset10k_422,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3287,dataset10k_4220,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3288,dataset10k_4221,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3289,dataset10k_4222,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3290,dataset10k_4225,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3291,dataset10k_4229,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3292,dataset10k_4231,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3293,dataset10k_4245,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3294,dataset10k_4246,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3295,dataset10k_4252,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3296,dataset10k_4255,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3297,dataset10k_4258,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3298,dataset10k_4262,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3299,dataset10k_4273,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3300,dataset10k_4276,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3301,dataset10k_4281,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3302,dataset10k_4283,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3303,dataset10k_4284,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3304,dataset10k_4289,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3305,dataset10k_4295,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3306,dataset10k_4296,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3307,dataset10k_4297,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3308,dataset10k_430,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3309,dataset10k_4300,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3310,dataset10k_4303,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3311,dataset10k_4308,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3312,dataset10k_4316,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3313,dataset10k_432,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3314,dataset10k_4322,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3315,dataset10k_4331,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3316,dataset10k_4334,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3317,dataset10k_434,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3318,dataset10k_4346,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3319,dataset10k_4357,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3320,dataset10k_436,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3321,dataset10k_4366,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3322,dataset10k_4368,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3323,dataset10k_4369,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3324,dataset10k_4370,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3325,dataset10k_4372,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3326,dataset10k_4375,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3327,dataset10k_4378,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3328,dataset10k_4382,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3329,dataset10k_4390,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3330,dataset10k_4399,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3331,dataset10k_440,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3332,dataset10k_4400,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3333,dataset10k_4401,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3334,dataset10k_4412,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3335,dataset10k_4414,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3336,dataset10k_4415,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3337,dataset10k_4416,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3338,dataset10k_4417,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3339,dataset10k_4423,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3340,dataset10k_4427,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3341,dataset10k_4437,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3342,dataset10k_4438,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3343,dataset10k_4439,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3344,dataset10k_4442,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3345,dataset10k_4447,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3346,dataset10k_4451,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3347,dataset10k_4456,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3348,dataset10k_446,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3349,dataset10k_4471,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3350,dataset10k_4472,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3351,dataset10k_4474,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3352,dataset10k_4475,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3353,dataset10k_4476,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3354,dataset10k_448,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3355,dataset10k_4482,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3356,dataset10k_4483,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3357,dataset10k_4484,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3358,dataset10k_4486,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3359,dataset10k_4495,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3360,dataset10k_4507,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3361,dataset10k_4514,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3362,dataset10k_4530,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3363,dataset10k_4534,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3364,dataset10k_4536,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3365,dataset10k_4545,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3366,dataset10k_4558,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3367,dataset10k_456,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3368,dataset10k_4560,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3369,dataset10k_4566,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3370,dataset10k_4567,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3371,dataset10k_4572,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3372,dataset10k_4574,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3373,dataset10k_458,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3374,dataset10k_4587,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3375,dataset10k_4589,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3376,dataset10k_459,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3377,dataset10k_4590,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3378,dataset10k_4592,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3379,dataset10k_4593,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3380,dataset10k_4594,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3381,dataset10k_4597,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3382,dataset10k_4603,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3383,dataset10k_4604,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3384,dataset10k_461,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3385,dataset10k_4613,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3386,dataset10k_4619,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3387,dataset10k_4623,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3388,dataset10k_4626,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3389,dataset10k_4633,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3390,dataset10k_4636,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3391,dataset10k_4649,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3392,dataset10k_465,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3393,dataset10k_4659,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3394,dataset10k_466,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3395,dataset10k_4666,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3396,dataset10k_4668,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3397,dataset10k_4669,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3398,dataset10k_4670,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3399,dataset10k_4671,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3400,dataset10k_4679,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3401,dataset10k_4685,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3402,dataset10k_4690,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3403,dataset10k_4699,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3404,dataset10k_470,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3405,dataset10k_4707,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3406,dataset10k_4712,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3407,dataset10k_4717,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3408,dataset10k_4721,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3409,dataset10k_4724,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3410,dataset10k_4725,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3411,dataset10k_4728,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3412,dataset10k_473,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3413,dataset10k_4735,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3414,dataset10k_4740,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3415,dataset10k_4744,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3416,dataset10k_4748,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3417,dataset10k_4751,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3418,dataset10k_4752,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3419,dataset10k_4758,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3420,dataset10k_4763,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3421,dataset10k_4768,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3422,dataset10k_477,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3423,dataset10k_4771,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3424,dataset10k_4776,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3425,dataset10k_4782,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3426,dataset10k_4783,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3427,dataset10k_4788,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3428,dataset10k_4791,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3429,dataset10k_4795,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3430,dataset10k_4796,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3431,dataset10k_4802,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3432,dataset10k_4808,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3433,dataset10k_4812,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3434,dataset10k_4813,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3435,dataset10k_482,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3436,dataset10k_4820,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3437,dataset10k_4824,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3438,dataset10k_4826,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3439,dataset10k_4829,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3440,dataset10k_4830,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3441,dataset10k_4834,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3442,dataset10k_4838,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3443,dataset10k_4845,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3444,dataset10k_4846,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3445,dataset10k_4848,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3446,dataset10k_4849,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3447,dataset10k_4850,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3448,dataset10k_4853,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3449,dataset10k_4854,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3450,dataset10k_486,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3451,dataset10k_4865,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3452,dataset10k_4876,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3453,dataset10k_4877,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3454,dataset10k_488,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3455,dataset10k_4882,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3456,dataset10k_4886,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3457,dataset10k_4889,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3458,dataset10k_4906,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3459,dataset10k_491,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3460,dataset10k_4910,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3461,dataset10k_4912,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3462,dataset10k_4913,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3463,dataset10k_4915,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3464,dataset10k_4916,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3465,dataset10k_4917,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3466,dataset10k_492,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3467,dataset10k_4923,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3468,dataset10k_4931,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3469,dataset10k_4932,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3470,dataset10k_4941,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3471,dataset10k_4945,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3472,dataset10k_4946,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3473,dataset10k_4947,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3474,dataset10k_4950,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3475,dataset10k_4951,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3476,dataset10k_4955,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3477,dataset10k_4956,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3478,dataset10k_4964,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3479,dataset10k_4972,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3480,dataset10k_4977,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3481,dataset10k_4979,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3482,dataset10k_4987,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3483,dataset10k_5,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3484,dataset10k_500,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3485,dataset10k_5002,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3486,dataset10k_5006,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3487,dataset10k_5009,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3488,dataset10k_5012,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3489,dataset10k_5013,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3490,dataset10k_5016,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3491,dataset10k_502,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3492,dataset10k_5020,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3493,dataset10k_5024,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3494,dataset10k_5029,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3495,dataset10k_5032,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3496,dataset10k_5040,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3497,dataset10k_5046,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3498,dataset10k_5049,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3499,dataset10k_5054,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3500,dataset10k_5057,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3501,dataset10k_5058,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3502,dataset10k_5064,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3503,dataset10k_5065,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3504,dataset10k_5072,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3505,dataset10k_5084,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3506,dataset10k_5090,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3507,dataset10k_5094,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3508,dataset10k_5097,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3509,dataset10k_510,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3510,dataset10k_5107,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3511,dataset10k_5108,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3512,dataset10k_5109,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3513,dataset10k_5110,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3514,dataset10k_5111,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3515,dataset10k_5112,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3516,dataset10k_5117,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3517,dataset10k_5118,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3518,dataset10k_5121,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3519,dataset10k_5133,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3520,dataset10k_515,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3521,dataset10k_5157,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3522,dataset10k_5175,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3523,dataset10k_5181,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3524,dataset10k_5183,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3525,dataset10k_5192,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3526,dataset10k_5197,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3527,dataset10k_52,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3528,dataset10k_520,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3529,dataset10k_5200,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3530,dataset10k_5203,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
3531,dataset10k_5206,./dataset/humanparsing/images,./dataset/humanparsing/annotations,0
3532,dataset10k_5207,./dataset/humanparsing/images,./dataset/humanparsing/annotations,1
